timeframe,cluster_id,personas_en_cluster,cluster_personas_total,cluster_tx_count,cluster_tx_sum,riesgo_cluster_maximo,signals_activas,yo_yo_cluster_tasa_flag,smurf_cluster_tasa_flag,red_cluster_tasa_en_ciclos,quid_cluster_tasa_flag,referencia_cluster_tasa_reutilizada,persona_mas_desbalanceada,monto_neto_desbalance,interpretabilidad
todo_el_tiempo,cluster_1,"P0001, P0002, P0004 y 237 más",240,285,5740102.03,1.660348728313408,0,0.0,0.0,0.0,0.0,0.0,P0147,-122031.92,"En 'todo_el_tiempo', el cluster_1 reúne 240 personas (P0001, P0002, P0004 y 237 más) con 285 transacciones que suman 5,740,102.03 y riesgo máximo 1.66. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0147 concentra 122,031.92 como neto receptor."
todo_el_tiempo,cluster_4,"P0013, P0035, P0117, P0201",4,3,52848.47,1.1294954666928976,0,0.0,0.0,0.0,0.0,0.0,P0035,-42344.12,"En 'todo_el_tiempo', el cluster_4 reúne 4 personas (P0013, P0035, P0117, P0201) con 3 transacciones que suman 52,848.47 y riesgo máximo 1.13. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0035 concentra 42,344.12 como neto receptor."
todo_el_tiempo,cluster_10,"P0086, P0185, P0204",3,2,6886.71,1.0975347876666206,0,0.0,0.0,0.0,0.0,0.0,P0185,5683.24,"En 'todo_el_tiempo', el cluster_10 reúne 3 personas (P0086, P0185, P0204) con 2 transacciones que suman 6,886.71 y riesgo máximo 1.10. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0185 concentra 5,683.24 como neto emisor."
todo_el_tiempo,cluster_3,"P0010, P0278",2,1,16689.64,0.9353460426475455,0,0.0,0.0,0.0,0.0,0.0,P0010,-16689.64,"En 'todo_el_tiempo', el cluster_3 reúne 2 personas (P0010, P0278) con 1 transacciones que suman 16,689.64 y riesgo máximo 0.94. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0010 concentra 16,689.64 como neto receptor."
todo_el_tiempo,cluster_2,"P0003, P0080, P0182, P0258",4,3,65374.729999999996,0.9281086356652161,0,0.0,0.0,0.0,0.0,0.0,P0003,44622.84,"En 'todo_el_tiempo', el cluster_2 reúne 4 personas (P0003, P0080, P0182, P0258) con 3 transacciones que suman 65,374.73 y riesgo máximo 0.93. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0003 concentra 44,622.84 como neto emisor."
todo_el_tiempo,cluster_11,"P0191, P0256",2,1,5652.11,0.9241874487350563,0,0.0,0.0,0.0,0.0,0.0,P0191,5652.11,"En 'todo_el_tiempo', el cluster_11 reúne 2 personas (P0191, P0256) con 1 transacciones que suman 5,652.11 y riesgo máximo 0.92. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0191 concentra 5,652.11 como neto emisor."
todo_el_tiempo,cluster_5,"P0026, P0076",2,1,8860.57,0.9191971623345659,0,0.0,0.0,0.0,0.0,0.0,P0026,8860.57,"En 'todo_el_tiempo', el cluster_5 reúne 2 personas (P0026, P0076) con 1 transacciones que suman 8,860.57 y riesgo máximo 0.92. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0026 concentra 8,860.57 como neto emisor."
todo_el_tiempo,cluster_7,"P0041, P0101",2,1,47793.82,0.9010913347279289,0,0.0,0.0,0.0,0.0,0.0,P0041,47793.82,"En 'todo_el_tiempo', el cluster_7 reúne 2 personas (P0041, P0101) con 1 transacciones que suman 47,793.82 y riesgo máximo 0.90. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0041 concentra 47,793.82 como neto emisor."
todo_el_tiempo,cluster_9,"P0067, P0246",2,1,15568.22,0.9010913347279289,0,0.0,0.0,0.0,0.0,0.0,P0067,15568.22,"En 'todo_el_tiempo', el cluster_9 reúne 2 personas (P0067, P0246) con 1 transacciones que suman 15,568.22 y riesgo máximo 0.90. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0067 concentra 15,568.22 como neto emisor."
todo_el_tiempo,cluster_6,"P0033, P0245",2,1,7489.69,0.9010913347279289,0,0.0,0.0,0.0,0.0,0.0,P0033,7489.69,"En 'todo_el_tiempo', el cluster_6 reúne 2 personas (P0033, P0245) con 1 transacciones que suman 7,489.69 y riesgo máximo 0.90. Se activan 0 de las 5 señales priorizadas (sin señales priorizadas activas). La persona más desbalanceada P0033 concentra 7,489.69 como neto emisor."
